output
"reverse the list that contains 1 to 10: reversed(range(1, 10))<|endoftext|>"
"remove substring 'bag,' from a string 'lamp, bag, mirror': re.sub('bag\\,<|endoftext|>"
"Reverse the order of words, delimited by `.`, in string `s`: re.findall('(?<=\\W)\\b(?=\\W)', s)<|endoftext|>"
"convert epoch time represented as milliseconds `s` to string using format '%Y-%m-%d %H:%M:%S.%f': time.strftime('%Y-%m-%d %H:%M:%S.%f', time.gmtime(int(s))<|endoftext|>"
"parse milliseconds epoch time '1236472051807' to format '%Y-%m-%d %H:%M:%S': datetime.datetime.strptime('1236472051807', '%Y-%m-%d %H:%M:%S').strftime('%Y-%m-%d %H:%M:%S')<|endoftext|>"
get the date 7 days before the current date: datetime.datetime.now() - datetime.timedelta(days=7)<|endoftext|>
sum elements at index `column` of each list in list `data`: [sum(x) for x in data if column in x]<|endoftext|>
"sum columns of a list `array`: array[:, (array.size - 1) / 2]<|endoftext|>"
"encode binary string 'your string' to base64 code: """""""".join(chr(int(b)) for b in binascii.unhexlify('your string'))<|endoftext|>"
"combine list of dictionaries `dicts` with the same keys in each list to a single dictionary: {k: list(v) for k, v in list(d.items())}<|endoftext|>"
"Merge a nested dictionary `dicts` into a flat dictionary by concatenating nested values with the same key `k`: d = {k: dict(v) for k, v in list(d.items())}<|endoftext|>"
:<|endoftext|>
identify duplicate values in list `mylist`: [y for x in mylist for y in mylist if x!= y]<|endoftext|>
Insert directory 'apps' into directory `__file__`: os.makedirs(<|endoftext|>
"modify sys.path for python module `subdir`: sys.path.insert(0, os.path.join(os.path.dirname(subdir),'subdir'))<|endoftext|>"
Insert a 'None' value into a SQLite3 table.: cursor.execute('INSERT INTO `days` (`day`) VALUES (None)')<|endoftext|>
flatten list `list_of_menuitems`: [item for sublist in list_of_menuitems for item in sublist]<|endoftext|>
"append elements of a set `b` to a list `a`: a = [(k, v) for k, v in b.items()]<|endoftext|>"
:<|endoftext|>
"write the data of dataframe `df` into text file `np.txt`: np.savetxt('np.txt', df)<|endoftext|>"
write content of DataFrame `df` into text file 'c:\\data\\pandas.txt': df.to_csv('c:\\data\\pandas.txt')<|endoftext|>
Split a string `x` by last occurrence of character `-`: x[:x.rfind('-')]<|endoftext|>
"get the last part of a string before the character '-': re.split('-.*', '123-456-789')<|endoftext|>"
upload file using FTP: ftp.open('ftp://username:password@ftp.example.com/path/to/upload/file')<|endoftext|>
add one to the hidden web element with id 'XYZ' with selenium python script: driver.find_element_by_id('XYZ').send_keys(1)<|endoftext|>
"create array containing the maximum value of respective elements of array `[2, 3, 4]` and array `[1, 5, 2]`: a[(np.max(a, axis=1))]<|endoftext|>"
print a list `l` and move first 3 elements to the end of the list: l.append(l[:3])<|endoftext|>
loop over files in directory '.': for name in os.listdir('./'): pass<|endoftext|>
loop over files in directory `source`: for filename in os.listdir(source):<|endoftext|>
"create a random list of integers: random.sample(range(10), 10)<|endoftext|>"
:<|endoftext|>
Google App Engine execute GQL query 'SELECT * FROM Schedule WHERE station = $1' with parameter `foo.key()`: app = get_wsgi_application()<|endoftext|>
"filter rows in pandas starting with alphabet 'f' using regular expression.: df[df.apply(lambda x: re.search('^f', x), axis=1)]<|endoftext|>"
"print a 2 dimensional list `tab` as a table with delimiters: tab.join(', ')<|endoftext|>"
pandas: delete rows in dataframe `df` based on multiple columns values: df[~df.columns]<|endoftext|>
"format the variables `self.goals` and `self.penalties` using string formatting: self.goals, self.penalties.format<|endoftext|>"
"format string ""({} goals, ${})"" with variables `goals` and `penalties`: print('{}: {:.1f}'.format(goals, penalties))<|endoftext|>"
"format string ""({0.goals} goals, ${0.penalties})"": time.strftime(""({0.goals} goals, {0.penalties})"")<|endoftext|>"
convert list of lists `L` to list of integers: [int(x) for x in L]<|endoftext|>
combine elements of each list in list `L` into digits of a single integer: digits = [int(i) for i in lst for lst in L]<|endoftext|>
"convert a list of lists `L` to list of integers: [map(int, i) for i in L]<|endoftext|>"
write the elements of list `lines` concatenated by special character '\n' to file `myfile`: myfile.write('\n'.join(lines))<|endoftext|>
removing an element from a list based on a predicate 'X' or 'N': [x for x in L if 'N' not in (x)]<|endoftext|>
"Remove duplicate words from a string `text` using regex: re.sub('\\w+\\b', '', text)<|endoftext|>"
count non zero values in each column in pandas data frame: df.applymap(lambda x: x!= 0)<|endoftext|>
"search for string that matches regular expression pattern '(?<!Distillr)\\\\AcroTray\\.exe' in string 'C:\\SomeDir\\AcroTray.exe': re.search('(?<!Distillr)\\\\AcroTray\\.exe', 'C:\\SomeDir\\AcroTray.exe')<|endoftext|>"
"split string 'QH QD JC KD JS' into a list on white spaces: re.findall(' +', 'QH QD JC KD JS')<|endoftext|>"
"search for occurrences of regex pattern '>.*<' in xml string `line`: re.findall('>.*<', line)<|endoftext|>"
erase all the contents of a file `filename`: file.seek(0)<|endoftext|>
"convert a string into datetime using the format '%Y-%m-%d %H:%M:%S.%f': datetime.datetime.strptime('2010-04-30 16:37:05.123456', '%Y-%m-%d %H:%M:%S.%f')<|endoftext|>"
"find the index of a list with the first element equal to '332' within the list of lists `thelist`: [i for i, v in enumerate(thelist) if v[0] == '332']<|endoftext|>"
"lower a string `text` and remove non-alphanumeric characters aside from space: re.sub('[^a-zA-Z\\s]', '', text)<|endoftext|>"
"remove all non-alphanumeric characters except space from a string `text` and lower it: re.sub('[^a-zA-Z ]', '', text.lower())<|endoftext|>"
"subscript text 'H20' with '2' as subscripted in matplotlib labels for arrays 'x' and 'y'.: ax.set_ylabel('$y[:, 1]$')<|endoftext|>"
"subscript text 'H20' with '2' as subscripted in matplotlib labels for arrays 'x' and 'y'.: ax.text(x, y, 'H%d' % 20, color='r')<|endoftext|>"
loop over a list `mylist` if sublists length equals 3: [i for i in mylist if len(i) == 3]<|endoftext|>
initialize a list `lst` of 100 objects Object(): lst = [object() for i in range(100)]<|endoftext|>
create list `lst` containing 100 instances of object `Object`: lst = [Object() for i in range(100)]<|endoftext|>
get the content of child tag with`href` attribute whose parent has css `someclass`: soup.find_all(class_='someclass')[-1]['href']<|endoftext|>
"joining data from dataframe `df1` with data from dataframe `df2` based on matching values of column 'Date_Time' in both dataframes: pd.merge(df1, df2, left_on='Date_Time', right_on='Date_Time')<|endoftext|>"
use `%s` operator to print variable values `str1` inside a string: print('<|endoftext|>
:<|endoftext|>
check if directory `directory ` exists and create it if necessary: os.path.isdir(directory)<|endoftext|>
check if a directory `path` exists and create it if necessary: os.makedirs(path)<|endoftext|>
check if a directory `path` exists and create it if necessary: os.makedirs(path)<|endoftext|>
check if a directory `path` exists and create it if necessary: os.path.isdir(path)<|endoftext|>
"Replace a separate word 'H3' by 'H1' in a string 'text': re.sub('(?<=[A-Z][a-z])\\b(H3)\\b', 'H1', 'text')<|endoftext|>"
"substitute ASCII letters in string 'aas30dsa20' with empty string '': re.sub('([a-z])', '\\1', 'aas30dsa20')<|endoftext|>"
"get digits only from a string `aas30dsa20` using lambda function: re.findall('(\\d+)', aas30dsa20)<|endoftext|>"
"access a tag called ""name"" in beautifulsoup `soup`: soup.find_all('name')<|endoftext|>"
get a dictionary `records` of key-value pairs in PyMongo cursor `cursor`: records = [dict(d) for d in cursor.items()]<|endoftext|>
"Create new matrix object  by concatenating data from matrix A and matrix B: np.vstack([A, B])<|endoftext|>"
"concat two matrices `A` and `B` in numpy: numpy.concatenate(A, B)<|endoftext|>"
Get the characters count in a file `filepath`: file_content.split('<|endoftext|>
"count the occurrences of item ""a"" in list `l`: sum(1 for i, j in enumerate(l, 1) if i == j and l[i] == 'a')<|endoftext|>"
"count the occurrences of items in list `l`: sum(1 for x in l if x in ['a', 'b', 'c'])<|endoftext|>"
"count the occurrences of items in list `l`: sum(1 for x in l if x in ('x', 'c'))<|endoftext|>"
"count the occurrences of items in list `l`: sum(1 for e in l if e in ('b', 'c')<|endoftext|>"
"count the occurrences of item ""b"" in list `l`: sum(1 if x == 'b' else 0 for x in l)<|endoftext|>"
"copy file `srcfile` to directory `dstdir`: shutil.copy2(srcfile, dstdir)<|endoftext|>"
"find the key associated with the largest value in dictionary `x` whilst key is non-zero value: max(x, key=lambda x: x.get(1))<|endoftext|>"
"get the largest key whose not associated with value of 0 in dictionary `x`: max(iter(lambda x, y: y!= 0 and x[y] < 0: x) for x in x)<|endoftext|>"
"get the largest key in a dictionary `x` with non-zero value: max(x, key=lambda k: x[k]['v']!= 0)<|endoftext|>"
"Put the curser at beginning of the file: os.setlocale( 'en_US', 'utf8')<|endoftext|>"
combine values from column 'b' and column 'a' of dataframe `df`  into column 'c' of datafram `df`: df['c'] = df['a'].combine(df['b'])<|endoftext|>
"remove key 'ele' from dictionary `d`: d.pop('ele', None)<|endoftext|>"
"Update datetime field in `MyModel` to be the existing `timestamp` plus 100 years: MyModel.objects.create(timestamp=timestamp).update(datetime=datetime.combine(date(1900, 12, 31), datetime.utcnow()))<|endoftext|>"
"merge list `['it']` and list `['was']` and list `['annoying']` into one list: [x + y for x in ['it', 'was', 'annoying'], y for x in ['was', 'annoying', 'it']]<|endoftext|>"
increment a value with leading zeroes in a number `x`: (str(int(x))[::-1] + '0')<|endoftext|>
check if a pandas dataframe `df`'s index is sorted: df.sort_index()<|endoftext|>
Convert tuple `t` to list: [item[0] for item in t]<|endoftext|>
Convert list `t` to tuple: [item for item in t]<|endoftext|>
Convert tuple `level1` to list: level1 = tuple(level1)<|endoftext|>
send the output of pprint object `dataobject` to file `logFile`: dataobject.pprint(logFile)<|endoftext|>
get index of rows in column 'BoolCol': df.index.isin(df['BoolCol'])<|endoftext|>
"Create a list containing the indexes of rows where the value of column 'BoolCol' in dataframe `df` are equal to True: df.BoolCol.isin([True, True, True]).all(axis=1).index<|endoftext|>"
"get list of indexes of rows where column 'BoolCol' values match True: np.nonzero(np.array([True, True, True]) == np.array([True, True, True]))<|endoftext|>"
"get index of rows in dataframe `df` which column 'BoolCol' matches value True: df.loc[df.BoolCol.values, :]<|endoftext|>"
change working directory to the directory `owd`: os.chdir('/home/username/owd')<|endoftext|>
"insert data from a string `testfield` to sqlite db `c`: cursor.execute('INSERT INTO test (testfield) VALUES (?)', (testfield,))<|endoftext|>"
"decode string ""\\x89\\n"" into a normal string: print(b""<|endoftext|>"
"convert a raw string `raw_string` into a normal string: """""""".join(raw_string)<|endoftext|>"
convert a raw string `raw_byte_string` into a normal string: bytes(raw_byte_string).decode()<|endoftext|>
split a string `s` with into all strings of repeated characters: s.split()<|endoftext|>
"scatter a plot with x, y position of `np.random.randn(100)` and face color equal to none: ax.scatter(x, y, color='none')<|endoftext|>"
"do a scatter plot with empty circles: ax.scatter(x, y, color='k')<|endoftext|>"
"remove a div with a id `main-content` using beautifulsoup: soup.find('div', id='main-content').remove()<|endoftext|>"
filter rows containing key word `ball` in column `ids`: df[df.applymap(lambda x: x['ids'].find('ball') > -1).any(1)]<|endoftext|>
convert index at level 0 into a column in dataframe `df`: df[df.columns[0]].reset_index(0)<|endoftext|>
Add indexes in a data frame `df` to a column `index1`: df.set_index(['index1'])<|endoftext|>
convert pandas index in a dataframe to columns: df.set_index(df.columns).unstack(level=1)<|endoftext|>
Get reverse of list items from list 'b' using extended slicing: [x[::(-1)] for x in a]<|endoftext|>
"join each element in array `a` with element at the same index in array `b` as a tuple: zip(a, b)<|endoftext|>"
"zip two 2-d arrays `a` and `b`: np.hstack((a, b))<|endoftext|>"
"convert list `list_of_ints` into a comma separated string: "", "".join(str(n) for n in list_of_ints)<|endoftext|>"
"Send a post request with raw data `DATA` and basic authentication with `username` and `password`: requests.post('http://httpbin.org/post', data=DATA, auth=(username, password))<|endoftext|>"
"Find last occurrence of character '}' in string ""abcd}def}"": re.findall('[^}]+', 'abcd}def')[-1]<|endoftext|>"
"Iterate ove list `[1, 2, 3]` using list comprehension: [i for i in [1, 2, 3] if i > 2]<|endoftext|>"
"extract all the values with keys 'x' and 'y' from a list of dictionaries `d` to list of tuples: [t[x] for t in d for x in ('x', 'y')]<|endoftext|>"
get the filename without the extension from file 'hemanth.txt': os.path.splitext('hemanth.txt')[0]<|endoftext|>
"create a dictionary by adding each two adjacent elements in tuple `x` as key/value pair to it: {(a[i], a[i + 1]) for i in range(0, len(a), 2)}<|endoftext|>"
"create a list containing flattened list `[['A', 'B', 'C'], ['D', 'E', 'F'], ['G', 'H', 'I']]`: list([['A', 'B', 'C'], ['D', 'E', 'F'], ['G', 'H', 'I']])<|endoftext|>"
select rows in a dataframe `df` column 'closing_price' between two values 99 and 101: df[df.closing_price >= 99]<|endoftext|>
"replace all occurences of newlines `\n` with `<br>` in dataframe `df`: df.apply(lambda row: '<br>'.join(row), axis=1)<|endoftext|>"
"replace all occurrences of a string `\n` by string `<br>` in a pandas data frame `df`: df.replace('\n', '<br>', inplace=True)<|endoftext|>"
"create a list containing each two adjacent letters in string `word` as its elements: list([(x, y) for x, y in zip(word, word[1:])])<|endoftext|>"
"Get a list of pairs from a string `word` using lambda function: [i for i, j in word.split()]<|endoftext|>"
"extract a url from a string `myString`: mystring.split('/')[-1].replace(':', '')<|endoftext|>"
"extract a url from a string `myString`: re.findall('http://\\w+\\.\\w+', myString)<|endoftext|>"
"remove all special characters, punctuation and spaces from a string `mystring` using regex: re.sub('[\\.\\?!]', '', mystring)<|endoftext|>"
"create a DatetimeIndex containing 13 periods of the second friday of each month starting from date '2016-01-01': pd.dateoffset(datetime.datetime.strptime('2016-01-01', '%Y-%U-%W').date(), periods=(13, -1, 0))<|endoftext|>"
"Create multidimensional array `matrix` with 3 rows and 2 columns in python: matrix = np.zeros((3, 2))<|endoftext|>"
"replace spaces with underscore: re.sub(' ', '_', re.sub('\\s+', '_', string))<|endoftext|>"
"get an absolute file path of file 'mydir/myfile.txt': os.path.join('mydir','myfile.txt')<|endoftext|>"
"split string `my_string` on white spaces: re.split(' +', my_string)<|endoftext|>"
get filename without extension from file `filename`: os.path.splitext(filename)<|endoftext|>
get a list containing the sum of each element `i` in list `l` plus the previous elements: [(sum(x) for x in l[i:]) for i in range(len(l))]<|endoftext|>
"split a string `Docs/src/Scripts/temp` by `/` keeping `/` in the result: re.split('/', 'Docs/src/Scripts/temp', 1)<|endoftext|>"
"shuffle columns of an numpy array 'r': r = r.swapaxes(0, 1)<|endoftext|>"
copy all values in a column 'B' to a new column 'D' in a pandas data frame 'df': df['D'] = df['B'].apply(lambda x: x)<|endoftext|>
"find a value within nested json 'data' where the key inside another key 'B' is unknown.: json.dumps(data, indent=4).find('.data')<|endoftext|>"
check characters of string `string` are true predication of function `predicate`: string.count(char) for char in string.split()<|endoftext|>
determine number of files on a drive with python: os.listdir('C:\\')<|endoftext|>
:<|endoftext|>
"convert string `user_input` into a list of integers `user_list`: user_list = [int(x) for x in user_input.split(',')]<|endoftext|>"
"Get a list of integers by splitting  a string `user` with comma: [int(i) for i in user.split(',')]<|endoftext|>"
:<|endoftext|>
"sort a list of objects `ut`, based on a function `cmpfun` in descending order: ut.sort(key=cmpfun)<|endoftext|>"
reverse list `ut` based on the `count` attribute of each object: [element.get('count') for element in ut]<|endoftext|>
"sort a list of objects `ut` in reverse order by their `count` property: sorted(ut, key=lambda x: x.count, reverse=True)<|endoftext|>"
"click a href button 'Send' with selenium: driver.find_element_by_xpath('//a[@href=""send""]').click()<|endoftext|>"
"click a href button having text `Send InMail` with selenium: driver.find_element_by_xpath('//a[contains(text(), ""Send InMail"")]')<|endoftext|>"
"click a href button with text 'Send InMail' with selenium: driver.find_element_by_xpath('//a[contains(text(),""Send InMail"")]').click()<|endoftext|>"
"cast an int `i` to a string and concat to string 'ME': """""""""" + str(i)<|endoftext|>"
:<|endoftext|>
prepend the line '#test firstline\n' to the contents of file 'infile' and save as the file 'outfile': sys.stdout.write('#test firstline\n')<|endoftext|>
"sort a list `l` by length of value in tuple: sorted(l, key=lambda tup: len(tup), reverse=True)<|endoftext|>"
"split string `s` by words that ends with 'd': re.findall('(?=(d{2}))', s)<|endoftext|>"
"return `True` if string `foobarrrr` contains regex `ba[rzd]`: re.search('ba[rzd]', 'foobarrrr')<|endoftext|>"
Removing duplicates in list `t`: [x for x in t if (not set(t).issubset([x]))]<|endoftext|>
Removing duplicates in list `source_list`: [s for s in source_list if s not in list(source_list)]<|endoftext|>
Removing duplicates in list `abracadabra`: print([x for x in abracadabra if x not in list(abracadabra)])<|endoftext|>
Convert array `a` into a list: list(a)<|endoftext|>
Convert the first row of numpy matrix `a` to a list: [int(item) for item in next(iter(a))]<|endoftext|>
"In `soup`, get the content of the sibling of the `td`  tag with text content `Address:`: soup.select('td.address')[0].next_sibling<|endoftext|>"
"convert elements of each tuple in list `l` into a string  separated by character `@`: """""""""""".join(map(str, l))<|endoftext|>"
"convert each tuple in list `l` to a string with '@' separating the tuples' elements: print([(a + b) for a, b in zip(l, l[1:])])<|endoftext|>"
get the html from the current web page of a Selenium driver: driver.current_url<|endoftext|>
"Get all matches with regex pattern `\\d+[xX]` in list of string `teststr`: re.findall('\\d+[xX]', teststr)<|endoftext|>"
"select values from column 'A' for which corresponding values in column 'B' will be greater than 50, and in column 'C' - equal 900 in dataframe `df`: df.loc[(df['A'].map(df['B'].gt(50)) & df['C'].eq(900)), :]<|endoftext|>"
"Sort dictionary `o` in ascending order based on its keys and items: sorted(list(o.items()), key=lambda tup: tup[0])<|endoftext|>"
"get sorted list of keys of dict `d`: sorted(d, key=d.get)<|endoftext|>"
:<|endoftext|>
"convert string ""1"" into integer: int('1')<|endoftext|>"
function to convert strings into integers: int('abc')<|endoftext|>
convert items in `T1` to integers: [int(x) for x in T1]<|endoftext|>
call a shell script `./test.sh` using subprocess: subprocess.call(['./test.sh'])<|endoftext|>
"call a shell script `notepad` using subprocess: subprocess.call(['notepad', 'file'])<|endoftext|>"
"combine lists `l1` and `l2`  by alternating their elements: zip(l1, l2)<|endoftext|>"
encode string 'data to be encoded': urllib.parse.quote(data).encode('ascii')<|endoftext|>
encode a string `data to be encoded` to `ascii` encoding: data.encode('ascii')<|endoftext|>
"parse tab-delimited CSV file 'text.txt' into a list: zip(*csv.reader(open('text.txt', 'rb'), delimiter=';'))<|endoftext|>"
Get attribute `my_str` of object `my_object`: my_object.my_str<|endoftext|>
"group a list of dicts `LD` into one dict by key: dict((k, v) for k, v in list(LD.items()))<|endoftext|>"
:<|endoftext|>
"convert unicode string u""{'code1':1,'code2':1}"" into dictionary: dict(re.findall('\\d+', k)<|endoftext|>"
"find all words in a string `mystring` that start with the `$` sign: re.findall('\\b\\$\\w*\\b', mystring)<|endoftext|>"
"remove any url within string `text`: re.sub('((?:\\b\\w+://)*\\w+((?:\\w\\d\\w*)*\\w+:(?:\\d*|[.,]))*)', '', text)<|endoftext|>"
"replace all elements in array `A` that are not present in array `[1, 3, 4]` with zeros: A[np.arange(A.shape[0]), (1, 3, 4)] = 0<|endoftext|>"
"calculate mean across dimension in a 2d array `a`: numpy.mean(numpy.transpose(a), axis=(1, 0))<|endoftext|>"
running r script '/pathto/MyrScript.r' from python: subprocess.call(['/pathto/MyrScript.r'])<|endoftext|>
run r script '/usr/bin/Rscript --vanilla /pathto/MyrScript.r': run script 'Rscript --vanilla /pathto/MyrScript.r'<|endoftext|>
"add a header to a csv file: df.to_csv('filename.csv', header=['date','score'])<|endoftext|>"
"replacing nan in the dataframe `df` with row average: df.fillna(df.groupby('ID')['Value'].transform(np.mean), downcast='infer')<|endoftext|>"
"Convert unix timestamp '1347517370' to formatted string '%Y-%m-%d %H:%M:%S': datetime.strptime('1347517370', '%Y%m%d %H%M%S')<|endoftext|>"
Call a base class's class method `do` from derived class `Derived`: Derived.do()<|endoftext|>
"selecting rows in Numpy ndarray 'a', where the value in the first column is 0 and value in the second column is 1: a[np.arange(len(a)) == (0, 1)]<|endoftext|>"
separate words delimited by one or more spaces into a list: re.compile('\\w+').split('<|endoftext|>
length of longest element in list `words`: sum([len(word) for word in words])<|endoftext|>
get the value associated with unicode key 'from_user' of first dictionary in list `result`: print(result[0]['from_user'])<|endoftext|>
Retrieve each line from a file 'File.txt' as a list: lines = [line.rstrip('\n') for line in open('File.txt')]<|endoftext|>
"swap keys with values in a dictionary `a`: {k: v for k, v in a.items() if k not in ('date', 'text')}<|endoftext|>"
"Open a file `path/to/FILE_NAME.ext` in write mode: file = open('path/to/FILE_NAME.ext', 'w')<|endoftext|>"
:<|endoftext|>
Check if any key in the dictionary `dict1` starts with the string `EMP$$`: any(k.startswith('EMP') for k in dict1.keys())<|endoftext|>
create list of values from dictionary `dict1` that have a key that starts with 'EMP$$': [k[6:] for k in dict1 if k.startswith('EMP$$')]<|endoftext|>
"convert a pandas series `sf` into a pandas dataframe `df` with columns `email` and `list`: df = pd.DataFrame({'email': sf.index, 'list': sf.values})<|endoftext|>"
"print elements of list `list` seperated by tabs `\t`: """"""\t"".join(map(str, list))<|endoftext|>"
print unicode string '\xd0\xbf\xd1\x80\xd0\xb8' with utf-8: print(u'\xd0\xbf\xd1\x80\xd0\xb8'.decode('utf-8'))<|endoftext|>
Encode a latin character in string `Sopet\xc3\xb3n` properly: print(Sopet.encode('latin1').encode('utf8'))<|endoftext|>
"resized image `image` to width, height of `(x, y)` with filter of `ANTIALIAS`: im.resize(x, y, ImageResizer.ANTIALIAS)<|endoftext|>"
"regex, find ""n""s only in the middle of string `s`: re.findall('n\\b', s)<|endoftext|>"
"display the float `1/3*100` as a percentage: print(round(1/3*100, 0))<|endoftext|>"
sort a list of dictionary `mylist` by the key `title`: mylist.sort(key=lambda d: d['title'])<|endoftext|>
"sort a list `l` of dicts by dict value 'title': sorted(l, key=lambda d: d['title'])<|endoftext|>"
"sort a list of dictionaries by the value of keys 'title', 'title_url', 'id' in ascending order.: sorted(my_list, key=operator.itemgetter('title', 'title_url', 'id'))<|endoftext|>"
"find 10 largest differences between each respective elements of list `l1` and list `l2`: numpy.amax(numpy.abs(numpy.diff(l1, l2)), axis=0)<|endoftext|>"
"BeautifulSoup find all 'span' elements in HTML string `soup` with class of 'starGryB sp': soup.find_all('span', class_='starGryB sp')<|endoftext|>"
"write records in dataframe `df` to table 'test' in schema 'a_schema': df.to_sql('test', con=engine, schema='a_schema')<|endoftext|>"
"Extract brackets from string `s`: re.findall('\\[(.*?)\\]', s)<|endoftext|>"
"remove duplicate elements from list 'L': [(key, l) for key, l in list(set(L))]<|endoftext|>"
read a file `file` without newlines: file.read().decode('utf-8').split()<|endoftext|>
get the position of item 1 in `testlist`: [i[0] for i in testlist if i[0] == 1]<|endoftext|>
"get the position of item 1 in `testlist`: sorted(testlist, key=lambda x: x.index(1))[0]<|endoftext|>"
get the position of item 1 in `testlist`: testlist.index(1)<|endoftext|>
get the position of item 1 in `testlist`: testlist[1].index(1)<|endoftext|>
get the position of item 1 in `testlist`: testlist.index(1)<|endoftext|>
"get the position of item `element` in list `testlist`: [i for i, e in enumerate(testlist, 1) if e == element]<|endoftext|>"
get the position of item `element` in list `testlist`: testlist.index(element)<|endoftext|>
"find the first element of the tuple with the maximum second element in a list of tuples `lis`: sorted(lis, key=lambda tup: tup[1], reverse=True)[0]<|endoftext|>"
"get the item at index 0 from the tuple that has maximum value at index 1 in list `lis`: max(lis, key=lambda x: x[1])<|endoftext|>"
Make a delay of 1 second: time.sleep(1)<|endoftext|>
